postcode,suburb,Distance_to_32WrightCt_km,Distance_Range,Free_Shipping_Threshold,Fee_If_Under
5357,PAISLEY,142.44,> 20 km,N/A,N/A
5560,BUTE,142.44,> 20 km,N/A,N/A
5552,THRINGTON,142.56,> 20 km,N/A,N/A
5453,ARMAGH,142.81,> 20 km,N/A,N/A
5570,WINULTA,142.94,> 20 km,N/A,N/A
5222,ISLAND BEACH,143.55,> 20 km,N/A,N/A
5552,SUNNYVALE,143.74,> 20 km,N/A,N/A
5453,SPRING FARM,144.44,> 20 km,N/A,N/A
5238,CLAYPANS,144.59,> 20 km,N/A,N/A
5261,KI KI,144.66,> 20 km,N/A,N/A
5381,EMU DOWNS,145.07,> 20 km,N/A,N/A
5464,HART,145.4,> 20 km,N/A,N/A
5222,SAPPHIRETOWN,145.41,> 20 km,N/A,N/A
5264,WALTOWA,145.54,> 20 km,N/A,N/A
5301,PEAKE,145.59,> 20 km,N/A,N/A
5222,ANTECHAMBER BAY,145.66,> 20 km,N/A,N/A
5374,MOUNT MARY,145.7,> 20 km,N/A,N/A
5381,BRIGHT,145.77,> 20 km,N/A,N/A
5222,PORKY FLAT,146.01,> 20 km,N/A,N/A
5307,KAROONDA,146.03,> 20 km,N/A,N/A
5416,PORTER LAGOON,146.68,> 20 km,N/A,N/A
5381,HALLELUJAH HILLS,146.96,> 20 km,N/A,N/A
5354,FISHER,147.13,> 20 km,N/A,N/A
5222,PELICAN LAGOON,147.37,> 20 km,N/A,N/A
5416,FARRELL FLAT,148.09,> 20 km,N/A,N/A
5357,MCBEAN POUND,148.72,> 20 km,N/A,N/A
5264,MENINGIE,148.97,> 20 km,N/A,N/A
5520,BARUNGA GAP,149.06,> 20 km,N/A,N/A
5238,FORSTER,149.34,> 20 km,N/A,N/A
5264,MENINGIE EAST,149.37,> 20 km,N/A,N/A
5571,DOWLINGVILLE,149.72,> 20 km,N/A,N/A
5453,STANLEY FLAT,149.93,> 20 km,N/A,N/A
5453,HILL RIVER,150.46,> 20 km,N/A,N/A
5222,WILLSON RIVER,150.6,> 20 km,N/A,N/A
5520,SNOWTOWN,150.64,> 20 km,N/A,N/A
5417,HANSON,151.17,> 20 km,N/A,N/A
5259,NARRUNG,151.63,> 20 km,N/A,N/A
5417,KOONOONA,151.64,> 20 km,N/A,N/A
5222,WILLOUGHBY,152.48,> 20 km,N/A,N/A
5571,TIDDY WIDDY BEACH,152.59,> 20 km,N/A,N/A
5554,KADINA,152.68,> 20 km,N/A,N/A
5571,ARDROSSAN,152.8,> 20 km,N/A,N/A
5554,JERUSALEM,152.82,> 20 km,N/A,N/A
5554,CUNLIFFE,152.96,> 20 km,N/A,N/A
5554,MATTA FLAT,153.36,> 20 km,N/A,N/A
5464,BRINKWORTH,153.61,> 20 km,N/A,N/A
5453,BENBOURNIE,153.98,> 20 km,N/A,N/A
5554,WALLAROO MINES,154.15,> 20 km,N/A,N/A
5554,NEW TOWN,154.35,> 20 km,N/A,N/A
5554,JERICHO,155.44,> 20 km,N/A,N/A
5381,WORLDS END,155.81,> 20 km,N/A,N/A
5554,BOORS PLAIN,155.96,> 20 km,N/A,N/A
5571,PETERSVILLE,156.53,> 20 km,N/A,N/A
5308,COPEVILLE,156.57,> 20 km,N/A,N/A
5464,BUNGAREE,156.68,> 20 km,N/A,N/A
5554,WILLAMULKA,156.81,> 20 km,N/A,N/A
5320,BEATTY,157.02,> 20 km,N/A,N/A
5301,JABUK,157.08,> 20 km,N/A,N/A
5301,NETHERTON,158.94,> 20 km,N/A,N/A
5221,MUSTON,159.17,> 20 km,N/A,N/A
5320,EBA,159.3,> 20 km,N/A,N/A
5571,CUNNINGHAM,159.35,> 20 km,N/A,N/A
5320,MURBKO,159.37,> 20 km,N/A,N/A
5558,NORTH YELTA,159.38,> 20 km,N/A,N/A
5558,PARAMATTA,160.01,> 20 km,N/A,N/A
5265,COONALPYN,160.15,> 20 km,N/A,N/A
5357,NOTTS WELL,160.16,> 20 km,N/A,N/A
5417,GUM CREEK,160.25,> 20 km,N/A,N/A
5571,ROGUES POINT,160.96,> 20 km,N/A,N/A
5556,WALLAROO,160.99,> 20 km,N/A,N/A
5571,JAMES WELL,161.01,> 20 km,N/A,N/A
5558,CROSS ROADS,161.17,> 20 km,N/A,N/A
5453,BARINIA,161.3,> 20 km,N/A,N/A
5464,ROCHESTER,161.43,> 20 km,N/A,N/A
5238,NILDOTTIE,161.53,> 20 km,N/A,N/A
5558,AGERY,161.67,> 20 km,N/A,N/A
5520,WOKURNA,161.82,> 20 km,N/A,N/A
5572,ARTHURTON,161.9,> 20 km,N/A,N/A
5558,YELTA,161.92,> 20 km,N/A,N/A
5464,ANAMA,161.97,> 20 km,N/A,N/A
5309,BORRIKA,162.24,> 20 km,N/A,N/A
5464,CONDOWIE,162.91,> 20 km,N/A,N/A
5558,MOONTA MINES,163.26,> 20 km,N/A,N/A
5455,HILLTOWN,163.29,> 20 km,N/A,N/A
5573,MAITLAND,163.58,> 20 km,N/A,N/A
5221,AMERICAN RIVER,163.63,> 20 km,N/A,N/A
5558,NORTH MOONTA,163.64,> 20 km,N/A,N/A
5558,MOONTA,163.99,> 20 km,N/A,N/A
5417,BURRA,164.07,> 20 km,N/A,N/A
5558,EAST MOONTA,164.15,> 20 km,N/A,N/A
5320,BUNDEY,164.36,> 20 km,N/A,N/A
5223,HAINES,164.95,> 20 km,N/A,N/A
5556,NORTH BEACH,165.33,> 20 km,N/A,N/A
5223,NEPEAN BAY,165.35,> 20 km,N/A,N/A
5558,HAMLEY,165.64,> 20 km,N/A,N/A
5301,GERANIUM,165.88,> 20 km,N/A,N/A
5558,KOOROONA,166.09,> 20 km,N/A,N/A
5520,BURNSFIELD,166.11,> 20 km,N/A,N/A
5558,MOONTA BAY,166.23,> 20 km,N/A,N/A
5556,WALLAROO PLAIN,166.38,> 20 km,N/A,N/A
5221,BALLAST HEAD,166.9,> 20 km,N/A,N/A
5558,PORT HUGHES,167.63,> 20 km,N/A,N/A
5556,WARBURTO,167.64,> 20 km,N/A,N/A
5555,HOPE GAP,167.89,> 20 km,N/A,N/A
5555,LAKE VIEW,167.93,> 20 km,N/A,N/A
5330,STOCKYARD PLAIN,168.12,> 20 km,N/A,N/A
5464,MAROLA,168.42,> 20 km,N/A,N/A
5264,MENINGIE WEST,168.43,> 20 km,N/A,N/A
5464,KOOLUNGA,168.43,> 20 km,N/A,N/A
5320,MORGAN,168.85,> 20 km,N/A,N/A
5571,PINE POINT,168.97,> 20 km,N/A,N/A
5417,LEIGHTON,169.04,> 20 km,N/A,N/A
5320,MAUDE,169.22,> 20 km,N/A,N/A
5555,COLLINSFIELD,169.4,> 20 km,N/A,N/A
5320,WOMBATS REST,169.74,> 20 km,N/A,N/A
5354,SWAN REACH,169.76,> 20 km,N/A,N/A
5454,EUROMINA,170.9,> 20 km,N/A,N/A
5573,WEETULTA,171.16,> 20 km,N/A,N/A
5555,ALFORD,171.18,> 20 km,N/A,N/A
5571,SANDILANDS,171.28,> 20 km,N/A,N/A
5354,MARKS LANDING,171.38,> 20 km,N/A,N/A
5320,BRENDA PARK,171.74,> 20 km,N/A,N/A
5320,MORPHETTS FLAT,171.89,> 20 km,N/A,N/A
5573,YORKE VALLEY,172.83,> 20 km,N/A,N/A
5522,PORT BROUGHTON,173.0,> 20 km,N/A,N/A
5308,GALGA,173.12,> 20 km,N/A,N/A
5357,NEW WELL,173.41,> 20 km,N/A,N/A
5555,TICKERA,174.09,> 20 km,N/A,N/A
5309,SANDALWOOD,174.29,> 20 km,N/A,N/A
5573,SOUTH KILKERRAN,174.34,> 20 km,N/A,N/A
5238,BIG BEND,174.41,> 20 km,N/A,N/A
5354,BAKARA,174.51,> 20 km,N/A,N/A
5301,PARRAKIE,174.81,> 20 km,N/A,N/A
5307,MARAMA,174.88,> 20 km,N/A,N/A
5558,NALYAPPA,174.94,> 20 km,N/A,N/A
5454,BROUGHTON RIVER VALLEY,174.95,> 20 km,N/A,N/A
5571,BLACK POINT,175.19,> 20 km,N/A,N/A
5522,WARD HILL,175.37,> 20 km,N/A,N/A
5454,ANDREWS,175.57,> 20 km,N/A,N/A
5470,YACKA,175.77,> 20 km,N/A,N/A
5261,CULBURRA,176.24,> 20 km,N/A,N/A
5417,BOOBOROWIE,176.83,> 20 km,N/A,N/A
5223,CYGNET RIVER,177.2,> 20 km,N/A,N/A
5322,RAMCO HEIGHTS,177.26,> 20 km,N/A,N/A
5418,MOUNT BRYAN,177.91,> 20 km,N/A,N/A
5259,LAKE ALBERT,177.99,> 20 km,N/A,N/A
5322,GOLDEN HEIGHTS,178.28,> 20 km,N/A,N/A
5320,BEAUMONTS,178.71,> 20 km,N/A,N/A
5521,REDHILL,179.13,> 20 km,N/A,N/A
5320,NORTH WEST BEND,179.97,> 20 km,N/A,N/A
5417,BALDINA,180.07,> 20 km,N/A,N/A
5223,D'ESTREES BAY,180.18,> 20 km,N/A,N/A
5320,STUART,180.35,> 20 km,N/A,N/A
5265,FIELD,180.51,> 20 km,N/A,N/A
5573,URANIA,180.54,> 20 km,N/A,N/A
5522,FISHERMAN BAY,180.75,> 20 km,N/A,N/A
5580,PORT JULIA,180.78,> 20 km,N/A,N/A
5320,LINDLEY,180.79,> 20 km,N/A,N/A
5322,RAMCO,180.84,> 20 km,N/A,N/A
5321,CADELL,181.13,> 20 km,N/A,N/A
5223,BIRCHMORE,181.28,> 20 km,N/A,N/A
5322,SUNLANDS,181.28,> 20 km,N/A,N/A
5301,CARCUMA,181.68,> 20 km,N/A,N/A
5223,MACGILLIVRAY,182.03,> 20 km,N/A,N/A
5330,WAIKERIE,182.29,> 20 km,N/A,N/A
5308,MERCUNDA,182.29,> 20 km,N/A,N/A
5223,BROWNLOW KI,182.49,> 20 km,N/A,N/A
5573,BALGOWAN,182.75,> 20 km,N/A,N/A
5573,POINT PEARCE,182.88,> 20 km,N/A,N/A
5555,MUNDOORA,183.08,> 20 km,N/A,N/A
5309,HALIDON,183.33,> 20 km,N/A,N/A
5454,SPALDING,183.89,> 20 km,N/A,N/A
5471,GULNARE,184.43,> 20 km,N/A,N/A
5223,KINGSCOTE,185.37,> 20 km,N/A,N/A
5573,PORT VICTORIA,185.73,> 20 km,N/A,N/A
5330,HOLDER,186.12,> 20 km,N/A,N/A
5573,CHINAMAN WELLS,186.34,> 20 km,N/A,N/A
5581,SHEAOAK FLAT,186.37,> 20 km,N/A,N/A
5417,NORTH BOOBOROWIE,186.83,> 20 km,N/A,N/A
5223,KOHINOOR,187.18,> 20 km,N/A,N/A
5264,COORONG,187.19,> 20 km,N/A,N/A
5266,TINTINARA,187.86,> 20 km,N/A,N/A
5330,LOWBANK,188.73,> 20 km,N/A,N/A
5354,BAKARA WELL,188.89,> 20 km,N/A,N/A
5223,BAY OF SHOALS,188.9,> 20 km,N/A,N/A
5322,QUALCO,189.09,> 20 km,N/A,N/A
5308,MANTUNG,189.57,> 20 km,N/A,N/A
5321,CADELL LAGOON,190.06,> 20 km,N/A,N/A
5330,KANNI,190.14,> 20 km,N/A,N/A
5523,MERRITON,190.32,> 20 km,N/A,N/A
5581,PORT VINCENT,190.65,> 20 km,N/A,N/A
5419,WILLALO,190.85,> 20 km,N/A,N/A
5354,NAIDIA,191.33,> 20 km,N/A,N/A
5309,MINDARIE,191.43,> 20 km,N/A,N/A
5580,CURRAMULKA,191.86,> 20 km,N/A,N/A
5223,MENZIES,192.08,> 20 km,N/A,N/A
5223,NORTH CAPE,192.23,> 20 km,N/A,N/A
5573,WAURALTEE,192.7,> 20 km,N/A,N/A
5223,EMU BAY,192.74,> 20 km,N/A,N/A
5523,CLEMENTS GAP,192.8,> 20 km,N/A,N/A
5223,WISANGER,193.95,> 20 km,N/A,N/A
5417,MONGOLATA,194.29,> 20 km,N/A,N/A
5419,HALLETT,194.42,> 20 km,N/A,N/A
5472,GEORGETOWN,194.6,> 20 km,N/A,N/A
5523,NARRIDY,194.8,> 20 km,N/A,N/A
5419,CANOWIE,195.13,> 20 km,N/A,N/A
5523,CRYSTAL BROOK,195.58,> 20 km,N/A,N/A
5330,GOOD HOPE LANDING,196.57,> 20 km,N/A,N/A
5454,HACKLINS CORNER,196.81,> 20 km,N/A,N/A
5330,TAYLORVILLE,197.22,> 20 km,N/A,N/A
5417,BURRA EASTERN DISTRICTS,197.45,> 20 km,N/A,N/A
5454,WASHPOOL,197.47,> 20 km,N/A,N/A
5419,MOUNT BRYAN EAST,199.21,> 20 km,N/A,N/A
5417,BUNYUNG,199.54,> 20 km,N/A,N/A
5575,KOOLYWURTIE,199.93,> 20 km,N/A,N/A
5302,LAMEROO,200.2,> 20 km,N/A,N/A
5330,MARKARANKA,200.66,> 20 km,N/A,N/A
5310,WANBI,202.15,> 20 km,N/A,N/A
5320,WESTONS FLAT,202.49,> 20 km,N/A,N/A
5491,WEST BUNDALEER,202.78,> 20 km,N/A,N/A
5330,WIGLEY FLAT,203.15,> 20 km,N/A,N/A
5330,WOOLPUNDA,203.22,> 20 km,N/A,N/A
5220,PARNDANA,203.72,> 20 km,N/A,N/A
5223,CASSINI,204.39,> 20 km,N/A,N/A
5575,MINLATON,204.5,> 20 km,N/A,N/A
5267,COOMBE,205.75,> 20 km,N/A,N/A
5330,HOLDER SIDING,206.67,> 20 km,N/A,N/A
5523,WANDEARAH EAST,207.04,> 20 km,N/A,N/A
5523,WANDEARAH WEST,207.04,> 20 km,N/A,N/A
5523,NUROM,207.57,> 20 km,N/A,N/A
5575,PORT RICKABY,208.07,> 20 km,N/A,N/A
5330,BOOLGUN,208.09,> 20 km,N/A,N/A
5523,HUDDLESTON,208.36,> 20 km,N/A,N/A
5582,STANSBURY,208.54,> 20 km,N/A,N/A
5491,BUNDALEER NORTH,209.06,> 20 km,N/A,N/A
5264,SALT CREEK,209.65,> 20 km,N/A,N/A
5310,CALIPH,209.75,> 20 km,N/A,N/A
5575,RAMSAY,209.94,> 20 km,N/A,N/A
5223,SEDDON,210.32,> 20 km,N/A,N/A
5473,GLADSTONE,210.58,> 20 km,N/A,N/A
5311,MAGGEA,210.95,> 20 km,N/A,N/A
5491,BELALIE EAST,212.47,> 20 km,N/A,N/A
5419,ULOOLOO,212.57,> 20 km,N/A,N/A
5454,MAYFIELD,212.92,> 20 km,N/A,N/A
5266,COLEBATCH,213.28,> 20 km,N/A,N/A
5223,SEAL BAY,213.95,> 20 km,N/A,N/A
5418,COLLINSVILLE,214.74,> 20 km,N/A,N/A
5540,WARNERTOWN,214.81,> 20 km,N/A,N/A
5575,PARSONS BEACH,215.46,> 20 km,N/A,N/A
5331,KINGSTON ON MURRAY,215.48,> 20 km,N/A,N/A
5223,VIVONNE BAY,215.97,> 20 km,N/A,N/A
5491,BUNDALEER GARDENS,216.13,> 20 km,N/A,N/A
5420,WHYTE YARCOWIE,216.25,> 20 km,N/A,N/A
5267,MOUNT CHARLES,216.56,> 20 km,N/A,N/A
5575,BLUFF BEACH,216.66,> 20 km,N/A,N/A
5523,BEETALOO VALLEY,217.32,> 20 km,N/A,N/A
5491,JAMESTOWN,217.92,> 20 km,N/A,N/A
5575,BRENTWOOD,218.69,> 20 km,N/A,N/A
5417,BALAH,218.85,> 20 km,N/A,N/A
5223,DUNCAN,219.22,> 20 km,N/A,N/A
5223,STOKES BAY,219.29,> 20 km,N/A,N/A
5330,POOGINOOK,219.8,> 20 km,N/A,N/A
5575,WOOL BAY,220.02,> 20 km,N/A,N/A
5311,ALAWOONA,220.92,> 20 km,N/A,N/A
5540,PIRIE EAST,221.24,> 20 km,N/A,N/A
5303,PARILLA,221.42,> 20 km,N/A,N/A
5540,BUNGAMA,221.42,> 20 km,N/A,N/A
5602,LUCKY BAY,223.13,> 20 km,N/A,N/A
5575,HARDWICKE BAY,223.15,> 20 km,N/A,N/A
5332,MOOROOK,223.46,> 20 km,N/A,N/A
5332,MOOROOK SOUTH,223.46,> 20 km,N/A,N/A
5540,COONAMIA,223.75,> 20 km,N/A,N/A
5540,LOWER BROUGHTON,223.86,> 20 km,N/A,N/A
5490,CALTOWIE,224.16,> 20 km,N/A,N/A
5420,CANOWIE BELT,224.19,> 20 km,N/A,N/A
5223,MIDDLE RIVER,224.22,> 20 km,N/A,N/A
5540,NAPPERBY,224.23,> 20 km,N/A,N/A
5346,COBDOGLA,224.3,> 20 km,N/A,N/A
5480,LAURA,225.11,> 20 km,N/A,N/A
5540,SOLOMONTOWN,225.66,> 20 km,N/A,N/A
5421,TEROWIE,225.7,> 20 km,N/A,N/A
5267,KEITH,225.78,> 20 km,N/A,N/A
5333,PYAP WEST,226.12,> 20 km,N/A,N/A
5330,DEVLINS POUND,227.43,> 20 km,N/A,N/A
5540,PORT PIRIE,227.64,> 20 km,N/A,N/A
5540,PORT PIRIE SOUTH,227.74,> 20 km,N/A,N/A
5332,YINKANIE,227.88,> 20 km,N/A,N/A
5345,LOVEDAY,228.43,> 20 km,N/A,N/A
5540,RISDON PARK SOUTH,228.82,> 20 km,N/A,N/A
5540,PORT PIRIE WEST,228.89,> 20 km,N/A,N/A
5540,RISDON PARK,229.02,> 20 km,N/A,N/A
5345,BARMERA,229.03,> 20 km,N/A,N/A
5223,NEWLAND,229.28,> 20 km,N/A,N/A
5583,COOBOWIE,229.31,> 20 km,N/A,N/A
5583,EDITHBURGH,229.31,> 20 km,N/A,N/A
5311,VEITCH,229.47,> 20 km,N/A,N/A
5417,WARNES,229.72,> 20 km,N/A,N/A
5223,GOSSE,229.81,> 20 km,N/A,N/A
5576,YORKETOWN,229.91,> 20 km,N/A,N/A
5540,NELSHABY,230.01,> 20 km,N/A,N/A
5419,PINE CREEK,231.6,> 20 km,N/A,N/A
5311,MALPAS,231.72,> 20 km,N/A,N/A
5490,CALTOWIE NORTH,232.35,> 20 km,N/A,N/A
5495,GERMEIN BAY,232.4,> 20 km,N/A,N/A
5311,WUNKAR,232.48,> 20 km,N/A,N/A
5490,CALTOWIE WEST,233.29,> 20 km,N/A,N/A
5491,BELALIE NORTH,233.69,> 20 km,N/A,N/A
5333,NEW RESIDENCE,233.77,> 20 km,N/A,N/A
5583,SULTANA POINT,233.82,> 20 km,N/A,N/A
5223,STUN'SAIL BOOM,233.94,> 20 km,N/A,N/A
5480,STONE HUT,234.07,> 20 km,N/A,N/A
5417,OLD KOOMOOLOO,234.27,> 20 km,N/A,N/A
5266,BUNBURY,234.47,> 20 km,N/A,N/A
5576,HONITON,234.72,> 20 km,N/A,N/A
5495,WEEROONA ISLAND,235.1,> 20 km,N/A,N/A
5344,GLOSSOP,236.15,> 20 km,N/A,N/A
5422,MANNANARIE,236.22,> 20 km,N/A,N/A
5330,OVERLAND CORNER,236.35,> 20 km,N/A,N/A
5577,WAROOKA,236.65,> 20 km,N/A,N/A
5311,SCHELL WELL,237.36,> 20 km,N/A,N/A
5419,WONNA,237.78,> 20 km,N/A,N/A
5540,PORT DAVIS,237.89,> 20 km,N/A,N/A
5575,POINT TURTON,238.0,> 20 km,N/A,N/A
5540,TELOWIE,238.46,> 20 km,N/A,N/A
5267,BRIMBAGO,238.64,> 20 km,N/A,N/A
5343,WINKIE,238.72,> 20 km,N/A,N/A
5422,SUNNYBRAE,239.55,> 20 km,N/A,N/A
5491,HORNSDALE,240.12,> 20 km,N/A,N/A
5333,PATA,241.0,> 20 km,N/A,N/A
5304,PINNAROO,241.24,> 20 km,N/A,N/A
5332,WAPPILKA,241.48,> 20 km,N/A,N/A
5311,BILLIATT,241.59,> 20 km,N/A,N/A
5311,PARUNA,241.92,> 20 km,N/A,N/A
5421,FRANKLYN,242.32,> 20 km,N/A,N/A
5304,KARTE,242.46,> 20 km,N/A,N/A
5481,WIRRABARA,242.7,> 20 km,N/A,N/A
5343,BERRI,243.19,> 20 km,N/A,N/A
5480,APPILA,243.58,> 20 km,N/A,N/A
5495,PORT GERMEIN,243.79,> 20 km,N/A,N/A
5576,PORT MOOROWIE,244.35,> 20 km,N/A,N/A
5345,SPECTACLE LAKE,244.92,> 20 km,N/A,N/A
5333,PYAP,246.2,> 20 km,N/A,N/A
5417,CANEGRASS,246.22,> 20 km,N/A,N/A
5223,WESTERN RIVER,246.29,> 20 km,N/A,N/A
5343,GURRA GURRA,246.84,> 20 km,N/A,N/A
5417,GLUEPOT,247.52,> 20 km,N/A,N/A
5267,MAKIN,247.62,> 20 km,N/A,N/A
5417,PARCOOLA,247.71,> 20 km,N/A,N/A
5343,GERARD,248.94,> 20 km,N/A,N/A
5422,PETERBOROUGH,249.04,> 20 km,N/A,N/A
5493,YONGALA,249.19,> 20 km,N/A,N/A
5577,POINT SOUTTAR,249.38,> 20 km,N/A,N/A
5266,DEEPWATER,249.41,> 20 km,N/A,N/A
5333,BOOKPURNONG,249.74,> 20 km,N/A,N/A
5481,WONGYARRA,249.87,> 20 km,N/A,N/A
5422,YATINA,250.04,> 20 km,N/A,N/A
5342,MONASH,250.45,> 20 km,N/A,N/A
5267,WIRREGA,250.47,> 20 km,N/A,N/A
5223,KARATTA,250.74,> 20 km,N/A,N/A
5422,UCOLTA,251.47,> 20 km,N/A,N/A
5343,LYRUP,251.71,> 20 km,N/A,N/A
5431,TARCOWIE,251.79,> 20 km,N/A,N/A
5343,KATARAPKO,252.66,> 20 km,N/A,N/A
5311,MERIBAH,252.91,> 20 km,N/A,N/A
5330,TAYLORVILLE STATION,253.56,> 20 km,N/A,N/A
5341,OLD CALPERUM,253.78,> 20 km,N/A,N/A
5223,CAPE BORDA,254.06,> 20 km,N/A,N/A
5267,LAFFER,254.43,> 20 km,N/A,N/A
5341,RENMARK SOUTH,255.04,> 20 km,N/A,N/A
5330,HAWKS NEST STATION,255.64,> 20 km,N/A,N/A
5481,MURRAY TOWN,255.69,> 20 km,N/A,N/A
5270,CAREW,256.07,> 20 km,N/A,N/A
5333,LOXTON,256.49,> 20 km,N/A,N/A
5223,DE MOLE RIVER,256.54,> 20 km,N/A,N/A
5577,COUCH BEACH,256.84,> 20 km,N/A,N/A
5267,SHERWOOD,257.27,> 20 km,N/A,N/A
5577,THE PINES,257.5,> 20 km,N/A,N/A
5341,RENMARK WEST,257.9,> 20 km,N/A,N/A
5422,PARNAROO,258.03,> 20 km,N/A,N/A
5267,WILLALOOKA,258.28,> 20 km,N/A,N/A
5223,FLINDERS CHASE,258.34,> 20 km,N/A,N/A
5341,RENMARK,258.55,> 20 km,N/A,N/A
5431,BLACK ROCK,259.8,> 20 km,N/A,N/A
5422,OODLA WIRRA,260.41,> 20 km,N/A,N/A
5481,BANGOR,260.68,> 20 km,N/A,N/A
5333,LOXTON NORTH,261.09,> 20 km,N/A,N/A
5495,BAROOTA,261.36,> 20 km,N/A,N/A
5341,RENMARK NORTH,262.63,> 20 km,N/A,N/A
5417,FARAWAY HILL,262.95,> 20 km,N/A,N/A
5340,PARINGA,263.05,> 20 km,N/A,N/A
5275,TILLEY SWAMP,263.75,> 20 km,N/A,N/A
5270,KONGAL,263.94,> 20 km,N/A,N/A
5495,MAMBRAY CREEK,264.25,> 20 km,N/A,N/A
5431,PEKINA,265.04,> 20 km,N/A,N/A
5268,CANNAWIGARA,265.06,> 20 km,N/A,N/A
5304,KRINGIN,265.2,> 20 km,N/A,N/A
5270,BUCKINGHAM,266.26,> 20 km,N/A,N/A
5341,CHAFFEY,267.72,> 20 km,N/A,N/A
5422,DAWSON,268.11,> 20 km,N/A,N/A
5340,MUNDIC CREEK,268.22,> 20 km,N/A,N/A
5267,MCCALLUM,268.38,> 20 km,N/A,N/A
5341,COOLTONG,268.84,> 20 km,N/A,N/A
5575,CORNY POINT,269.13,> 20 km,N/A,N/A
5340,PIKE RIVER,269.24,> 20 km,N/A,N/A
5340,WONUARRA,269.25,> 20 km,N/A,N/A
5422,MINVALARA,269.31,> 20 km,N/A,N/A
5482,BOOLEROO CENTRE,269.57,> 20 km,N/A,N/A
5268,LOWAN VALE,269.66,> 20 km,N/A,N/A
5311,BUGLE HUT,269.8,> 20 km,N/A,N/A
5311,WOODLEIGH,270.41,> 20 km,N/A,N/A
5268,BORDERTOWN,270.79,> 20 km,N/A,N/A
5311,TALDRA,272.04,> 20 km,N/A,N/A
5577,FOUL BAY,272.13,> 20 km,N/A,N/A
5304,PEEBINGA,272.66,> 20 km,N/A,N/A
5268,SENIOR,273.25,> 20 km,N/A,N/A
5270,MUNDULLA,274.0,> 20 km,N/A,N/A
5422,HARDY,274.62,> 20 km,N/A,N/A
5431,ORROROO,274.73,> 20 km,N/A,N/A
5483,MELROSE,274.85,> 20 km,N/A,N/A
5417,PINE VALLEY STATION,276.16,> 20 km,N/A,N/A
5440,NACKARA,276.44,> 20 km,N/A,N/A
5267,PETHERICK,276.74,> 20 km,N/A,N/A
5311,TAPLAN,277.19,> 20 km,N/A,N/A
5575,WHITE HUT,277.82,> 20 km,N/A,N/A
5340,MURTHO,278.63,> 20 km,N/A,N/A
5700,MIRANDA,278.97,> 20 km,N/A,N/A
5267,SHAUGH,280.01,> 20 km,N/A,N/A
5275,WEST RANGE,280.97,> 20 km,N/A,N/A
5275,TARATAP,281.48,> 20 km,N/A,N/A
5495,NECTAR BROOK,281.59,> 20 km,N/A,N/A
5270,SWEDE FLAT,282.33,> 20 km,N/A,N/A
5268,BORDERTOWN SOUTH,282.83,> 20 km,N/A,N/A
5340,YAMBA,284.06,> 20 km,N/A,N/A
5270,MUNDULLA WEST,284.37,> 20 km,N/A,N/A
5269,WOLSELEY,285.39,> 20 km,N/A,N/A
5271,MARCOLLAT,286.17,> 20 km,N/A,N/A
5271,PADTHAWAY,286.2,> 20 km,N/A,N/A
5269,PINE HILL,286.3,> 20 km,N/A,N/A
5422,CAVENAGH,287.28,> 20 km,N/A,N/A
5431,WALLOWAY,287.5,> 20 km,N/A,N/A
5575,MARION BAY,287.57,> 20 km,N/A,N/A
5302,NGARKAT,287.57,> 20 km,N/A,N/A
5700,WINNINOWIE,287.95,> 20 km,N/A,N/A
5341,CHOWILLA,288.0,> 20 km,N/A,N/A
5341,CALPERUM STATION,288.0,> 20 km,N/A,N/A
5341,CRESCENT,288.0,> 20 km,N/A,N/A
5431,WILLOWIE,288.25,> 20 km,N/A,N/A
5417,STURT VALE,289.22,> 20 km,N/A,N/A
5268,POOGINAGORIC,289.79,> 20 km,N/A,N/A
5431,MORCHARD,290.6,> 20 km,N/A,N/A
5275,ROSETOWN,292.39,> 20 km,N/A,N/A
5268,WESTERN FLAT,292.76,> 20 km,N/A,N/A
5275,KINGSTON SE,293.59,> 20 km,N/A,N/A
5440,GRAMPUS,293.6,> 20 km,N/A,N/A
5431,MINBURRA,295.64,> 20 km,N/A,N/A
5700,CULTANA,296.22,> 20 km,N/A,N/A
5431,EURELIA,296.31,> 20 km,N/A,N/A
5431,AMYTON,297.56,> 20 km,N/A,N/A
5275,WYOMI,298.04,> 20 km,N/A,N/A
5275,SANDY GROVE,298.1,> 20 km,N/A,N/A
5422,ERSKINE,298.11,> 20 km,N/A,N/A
5485,WILMINGTON,298.87,> 20 km,N/A,N/A
5577,INNESTON,298.97,> 20 km,N/A,N/A
5431,COOMOOROO,299.24,> 20 km,N/A,N/A
5275,BLACKFORD,299.86,> 20 km,N/A,N/A
5275,KEILIRA,300.96,> 20 km,N/A,N/A
5269,CUSTON,301.34,> 20 km,N/A,N/A
5275,PINKS BEACH,301.36,> 20 km,N/A,N/A
5268,BANGHAM,303.3,> 20 km,N/A,N/A
5271,KEPPOCH,304.41,> 20 km,N/A,N/A
5701,WOOLUNDUNGA,304.47,> 20 km,N/A,N/A
5272,WOOLUMBOOL,304.6,> 20 km,N/A,N/A
5440,PUALCO RANGE,304.67,> 20 km,N/A,N/A
5700,PORT PATERSON,305.37,> 20 km,N/A,N/A
5431,HAMMOND,307.17,> 20 km,N/A,N/A
5431,JOHNBURGH,307.55,> 20 km,N/A,N/A
